ProjectName,Category,Subtitle,AwesomeNearLink,Series,ABBV,Icon,Website Link,Buy Link,Stake Link,DApp Link,Facebook,Twitter,Github,Telegram,Discord,Linkedin,Medium,Other Links,Near Token,Aurora Token,Ethereum Token,Other Tokens,Description,Grants,News Articles
The Unit,"Analytics,Utilities",A decentralized Web3 index and an unbiased unit of account.,https://awesomenear.com/the-unit,NEAR,,https://awesome-near.s3.amazonaws.com/the-unit.jpg,https://www.theunit.one/,,,,,https://twitter.com/TheUnit_one,https://github.com/toknowwhy,https://t.me/unit_one,https://discord.com/invite/4MjRckMJZN,,,"https://blog.20y.org/,https://docs.theunit.one/",,,,," The Unit is a decentralized Web3 index designed to become the unit of account of the Metaverse — bringing long-term stability to crypto. We compare The Unit index in crypto to the S&P 500 in the US stock market, but in this case, we also see The Unit as a crypto unit of account.",,
Nightly,"Infrastructure,Wallets","Cutting-edge, multichain crypto wallet.",https://awesomenear.com/nightly,NEAR,,https://awesome-near.s3.amazonaws.com/nightly.jpg,https://www.nightly.app/,,,,,https://twitter.com/Nightly_app,https://github.com/nightly-labs,https://t.me/+g8QpQRFFlKQ3OTBk,https://discord.com/invite/7nhFHA6yZq,,https://medium.com/@Nightly_app,,,,,," Nightly Wallet is your key to the Metaverse by being available on NEAR, Solana and Aptos - and it’s certainly not the end. Nightly provides functions such as tokens swipe, staking & liquid staking, and NFT display on each chain - but it’s not everything. Nightly Wallet gives you a variety of possibilities by providing mobile apps on iOS and Android. Apart from extension and mobile wallet, Nightly Ecosystem provides you Nightly Connect - a protocol that establishes a connection on the chain between mobile (for example Nightly Mobile Wallet) and any dApp. Just open Wallet on your phone, scan the QR code and that’s it - your comfort comes 1st. What’s more, Nightly has already been integrated into the NEAR Wallet Selector, so implementing it into your app is a piece of cake - simple, fast, and effortless, just as Nightly.",NEAR Grant,
NEAR Events,"Ecosystem,Events",A list of all events happening in the NEARverse.,https://awesomenear.com/near-events,NEAR,,https://awesome-near.s3.amazonaws.com/near-events.jpg,https://near.events/,,,,,,,,,,,,,,,," A list of all events (NEAR Public Protocol Meetings, Town Halls, Hackathons, NEARCON, community events, and etc.) happening in the NEARverse.",,
Lots of Lands,"DApps,Gaming,Metaverse,NFT",Immersive NFT-based game set in the Meta-earth.,https://awesomenear.com/lots-of-lands,"COMING SOON,NEAR",,https://awesome-near.s3.amazonaws.com/lots-of-lands.jpg,https://lotsoflands.io/,,,,,https://twitter.com/PlayLotsofLands,,,,,https://medium.com/@lotsoflands,"https://discord.gg/pM8NP6nz,https://whitepaper.lotsoflands.io/",,,,," Lots of Lands is an immersive NFT-based game that is set in what we call meta-earth, a digital version of the real-world map. In this meta-reality players accumulate resources, territories and assets while interacting and building governance and business structures with each other. At its heart, Lots of Lands is all about freedom and autonomy. Players are presented with a fun and compelling gaming experience in which they are able to pursue whatever paths of development and action they want. Players’ goals will not always align with each other, which is something that will have to factor in players’ strategies. But what the game does is that it offers players the chance to act and create on a stage that most don’t have access to in physical reality. The experience of acting and playing in this game is enjoyable and deeply compelling, but, thanks to the technological underpinnings of the game, the results of actions taken have real economic consequences. Rather than the play-to-earn model that most blockchain games are built upon, Lots of Lands is built on a play-and-earn model, where neither aspect takes precedence over the other. The NFT basis of the game will help it transcend the limitations of other world-building games and incentivize in-game cooperation and content creation among players.",,
World of the Abyss,"Aurora,DApps,Gaming,GameFi,NFT",The Only Real Oldskool Hardcore MMORPG for Android/iOS.,https://awesomenear.com/world-of-the-abyss,"NEAR,AURORA",,https://awesome-near.s3.amazonaws.com/world-of-the-abyss.jpg,https://www.mewota.com/,,,,https://www.facebook.com/WorldOfTheAbyss,https://twitter.com/wotaverse,,,https://discord.com/invite/hA9uQGFbJf,,,,,,,," WOTA (World of the Abyss) is a new name in the mobile MMORPG Universe! Immerse yourself in an exciting world of battles, dangerous monsters, bosses, and real players from around the World. You can fight alone, or team up with your friends and display your superiority in tactics and strategy. There are many classes, skills, equipment and a high-quality PvP system with a well-designed interface and controls that will help you with your campaigns. Hone your skills on monsters, bosses, and other players, or collect resources in order to create unique things and develop economically. Everyone will find something to their liking and their own unique path to fame and fortune in the World Of The Abyss (WOTA)!",Aurora Grant,
DeBank,"Analytics,Aurora,DeFi,Portfolio,Utilities",The leading DeFi portfolio tracker.,https://awesomenear.com/debank,AURORA,,https://awesome-near.s3.amazonaws.com/debank.jpg,https://debank.com/,,,,,https://twitter.com/DebankDeFi,https://github.com/DeBankDeFi,https://t.me/DeBankEN,,,https://medium.com/debank,https://discordapp.com/invite/KYuj8DE,,,,," DeBank is the leading DeFi wallet providing DeFi portfolio tracker, DEX aggregator, DeFi rankings etc. DeBank has integrated hundreds of DeFi protocols on multiple chains such as Ethereum, Binance Smart Chain, xDai chain, etc.",,
Linkdrop,"Aurora,DApps,Utilities",Smart way to distribute your NFTs with claimable links & QR codes.,https://awesomenear.com/linkdrop,AURORA,,https://awesome-near.s3.amazonaws.com/linkdrop.jpg,https://linkdrop.io/,,,https://aurora-dashboard.linkdrop.io/,,https://twitter.com/linkdropHQ,https://github.com/LinkdropHQ,https://t.me/LinkdropHQ,,,,,,,,," Linkdrop Protocol is an open protocol for including digital assets and onboarding properties into links, which enables users and DApps to send crypto without knowing the receivers Ethereum address in advance.",,
Transak,"Aurora,DApps,Dev Tooling,Payments,On/Off Ramps",Making web3 applications accessible.,https://awesomenear.com/transak,"NEAR,AURORA",,https://awesome-near.s3.amazonaws.com/transak.jpg,https://transak.com/,,,,,https://twitter.com/transak_,,https://t.me/transakfinance,https://discord.com/invite/KeT6QZV,,https://transak.medium.com/,,,,,," Transak, a single integration for Web3 applications to accept fiat-to-crypto deposits from a global user base, today announces a strategic partnership with NEAR Protocol (NEAR)- a sharded, proof-of-stake, layer-1 blockchain that is simple to use, secure and scalable. This partnership will be built upon the common goal of onboarding the next billion users to Web3.",Aurora Grant,
Aurobot,"Collectibles,NFT",111 Aurora official mascot NFTs.,https://awesomenear.com/aurobot,AURORA,,https://awesome-near.s3.amazonaws.com/aurobot.jpg,https://aurora.plus/aurobots/about,,,,,,,,,,,,,,,," To celebrate the launch of Aurora+, Lomakin put his talents to work to create the Aurobots — an exclusive collection of 111 NFTs, launched on Endemic, that will be given away to a few lucky winners, through multiple raffles corresponding to Aurora+ platform milestones. Warm and fuzzy feelings aren’t the only benefits of owning an Aurobot; every Aurora+ account holding an Aurobot gets a 10X boost of monthly free transactions! Both Lomakin and Aurora were so excited about the results, that a very special Aurobot was created and adopted by protocol as our official mascot.",,
Gnosis Safe,"Aurora,Infrastructure,Wallets",The most trusted platform to manage digital assets.,https://awesomenear.com/gnosis-safe,AURORA,,https://awesome-near.s3.amazonaws.com/gnosis-safe.jpg,https://gnosis-safe.io/,,,https://gnosis-safe.io/app/,,https://twitter.com/gnosissafe,https://github.com/safe-global,,https://discord.com/invite/AjG7AQD9Qn,,,,,,,," Gnosis Safe is the successor to the Gnosis Multisig. Multi-signature allows you define an access/control-scheme through multiple signers that need to confirm transactions. Easily interact with popular decentralized finance protocols to invest, trade and manage digital assets.",,
NEARCON,"Ecosystem,Events",Come celebrate NEAR Protocol and its one year anniversary on Mainnet.,https://awesomenear.com/nearcon,NEAR,,https://awesome-near.s3.amazonaws.com/nearcon.jpg,https://nearcon.org/,,,,,,,,,,,,,,,," NEARCON Alpha is the first public conference organized by NEAR for the NEAR Ecosystem.
Come and learn about all the ways the ecosystem is growing. Enjoy talks, networking, workshops, live demos, entertainment, and more. Explore the possibilities and realities of blockchain, crypto, and the open web. NEARCON is an event open to everyone to come and celebrate NEAR's 1 Year Anniversary since Mainnet launch. Immerse yourself in two days of talks, networking, workshops and a whole lot more provided by the NEAR Ecosystem and its Community.",,
Bearverse,"DApps,Gaming,GameFi,Metaverse,NFT","Metaverse of exciting games, united by one token, a mighty 3D NFT bear, and one world.",https://awesomenear.com/bearverse,"COMING SOON,NEAR",,https://awesome-near.s3.amazonaws.com/bearverse.jpg,https://bearverse.com/,,,,,https://twitter.com/BearverseGame,,,https://discord.com/invite/bearverse,,,https://wp.bearverse.com/,,,,," Multiplayer mobile 3D auto battler game with a play-to-earn economy & NFT characters with strategy elements. The Bearverse it’s such a great joy. The game world is a metaverse of frozen territories where 11 clans of bears fight and extract resources, surviving in a post-apocalyptic dieselpunk world.
The main task of these clans is to survive in the world of icy wastelands. They form alliances, betray, intrigue and increase their military and economic power. All this is up to the player to deal with.",NEAR Grant,
DAOHQ,"DAO,Ecosystem,Marketplaces","One-stop-shop for you to explore, invest and participate in DAOs.",https://awesomenear.com/daohq,"COMING SOON,NEAR",,https://awesome-near.s3.amazonaws.com/daohq.jpg,https://www.daohq.co/,,,,,https://twitter.com/dao_hq,,,https://discord.com/invite/UVf8NwXpDJ,,,,,,,," We're building the marketplace for DAOs — a one-stop-shop to find, invest, and participate in organizations and companies on the blockchain. Our mission is to provide a full user experience, so anyone can engage in DAOs. Hundreds of DAOs have been founded in the past month, and we’re bringing information and purchasing for them in one place. So far, nearly 1000 DAOs are listed on DAOHQ.co, and we’re adding more daily.",,
Blogchain,"DApps,Social",Publishing platform that leverages decentralized technologies.,https://awesomenear.com/blogchain,NEAR,,https://awesome-near.s3.amazonaws.com/blogchain.jpg,https://blogchain.app,,,,,https://twitter.com/BlogchainApp,,,,,,,,,,," Blogchain is currently in public beta. We're beyond excited to get this software into the hands of all sorts of creators, from journalists to authors to activists to scientists to social critics, and then see what they create with it. Plus, we anticipate many of them will find new ways to monetize their work on the decentralized web and thus gain a greater degree of editorial independence. At Capsule Social, we believe we're entering an incredibly exciting phase where we've built the best social experience yet available on Web3. We think we have a shot at going where no decentralized platform has been able to reach before when it comes to combining features, reach, usability, and decentralization. We are also planning to share the platform software on an open source basis, so anyone who wants to run a node on their own can do so. Hopefully, this underscores our deep commitment to promoting freer discourse on the internet, aided greatly by decentralization.",,
Bizverse,"Aurora,DApps,Gaming,Metaverse,NFT",Metaverse world with fully Digital Twin for your business + your life.,https://awesomenear.com/bizverse,AURORA,(BIVE),https://awesome-near.s3.amazonaws.com/bizverse.jpg,https://bizverse.io/,,,,https://www.facebook.com/bizverse.world,https://twitter.com/BizverseWorld,,,https://discord.com/invite/xUHHBCJx73,,https://medium.com/@bizverseworld,"https://telegram.me/bizverseworld,https://whitepaper.bizverse.io/",,,,," Bizverse is a virtual reality world, a digital twin (Digital Twin) of the real world of human society, where the users can live, work and participate in the business activities, entertainment, besides, they can role-play and participate in the trade events, conferences, exhibitions, shopping festivals at virtual malls and virtual fairs. Bizverse is a digital twin of the real world, combined with a social networking platform and digital economic models applied Blockchain technology such as DEFI, NFT, Crypto Trading, E-commerce...which previously the developers of SimCity, Civilization, and Minecraft games spent many years to make the world-building games, allowing humans to construct buildings, cities, or colonize entire world, recently, in the trend of Metaverse being noticed, a lot of game developers are also quickly approaching this trend by building RPG solutions combined with creating decentralized economies in Games like GameFi, NFT… However, the current Metaverse Game projects in the Crypto world just stop at the level of imaginary worlds, completely separate from the space in the real world, even if they are modeled after them. Things that happen in the Metaverse are not reflected in reality, and vice versa.",,
